store_id,sku,price,markdown_flag
store_021,P0005,1151.0,False
store_022,P0005,1186.0,False
store_023,P0005,1092.0,False
store_024,P0005,1045.0,False
store_025,P0005,876.0,True
store_026,P0005,1257.0,False
store_027,P0005,853.0,True
store_028,P0005,1099.0,False
store_029,P0005,1257.0,False
store_030,P0005,1173.0,False
store_031,P0005,1167.0,False
store_032,P0005,1199.0,False
store_033,P0005,1117.0,False
store_034,P0005,1090.0,False
store_035,P0005,971.0,True
store_036,P0005,845.0,True
store_037,P0005,831.0,True
store_038,P0005,1043.0,False
store_039,P0005,1230.0,False
store_040,P0005,1044.0,False
store_041,P0005,1304.0,False
store_042,P0005,1150.0,False
store_043,P0005,1154.0,False
store_044,P0005,949.0,True
store_045,P0005,1196.0,False
store_046,P0005,1137.0,False
store_047,P0005,1118.0,False
store_048,P0005,1187.0,False
store_049,P0005,1174.0,False
store_050,P0005,1303.0,False
store_001,P0006,1209.0,False
store_002,P0006,1230.0,False
store_003,P0006,1094.0,False
store_004,P0006,1153.0,False
store_005,P0006,1289.0,False
store_006,P0006,1245.0,False
store_007,P0006,1183.0,False
store_008,P0006,1275.0,False
store_009,P0006,1227.0,False
store_010,P0006,1198.0,False
store_011,P0006,1269.0,False
store_012,P0006,1091.0,False
store_013,P0006,1121.0,False
store_014,P0006,1205.0,False
store_015,P0006,1083.0,False
store_016,P0006,1211.0,False
store_017,P0006,1221.0,False
store_018,P0006,1071.0,False
store_019,P0006,1146.0,False
store_020,P0006,1143.0,True
store_021,P0006,1247.0,False
store_022,P0006,1309.0,False
store_023,P0006,1117.0,False
store_024,P0006,1067.0,False
store_025,P0006,1149.0,False
store_026,P0006,980.0,True
store_027,P0006,1062.0,True
store_028,P0006,1161.0,False
store_029,P0006,1285.0,False
store_030,P0006,933.0,True
store_031,P0006,1259.0,False
store_032,P0006,1275.0,False
store_033,P0006,1171.0,False
store_034,P0006,1074.0,False
store_035,P0006,1128.0,False
store_036,P0006,1232.0,False
store_037,P0006,1286.0,False
store_038,P0006,1076.0,False
store_039,P0006,1201.0,False
store_040,P0006,1177.0,False
store_041,P0006,1330.0,False
store_042,P0006,1266.0,False
store_043,P0006,1301.0,False
store_044,P0006,1127.0,False
store_045,P0006,873.0,True
store_046,P0006,1146.0,False
store_047,P0006,1150.0,False
store_048,P0006,1272.0,False
store_049,P0006,1042.0,True
store_050,P0006,1250.0,False
store_001,P0007,341.0,True
store_002,P0007,398.0,False
store_003,P0007,352.0,False
store_004,P0007,369.0,False
store_005,P0007,386.0,False
store_006,P0007,398.0,False
store_007,P0007,335.0,False
store_008,P0007,374.0,False
store_009,P0007,382.0,False
store_010,P0007,266.0,True
store_011,P0007,370.0,False
store_012,P0007,368.0,False
store_013,P0007,267.0,True
store_014,P0007,390.0,False
store_015,P0007,357.0,False
store_016,P0007,370.0,False
store_017,P0007,389.0,False
store_018,P0007,367.0,False
store_019,P0007,281.0,True
store_020,P0007,376.0,False
store_021,P0007,297.0,True
store_022,P0007,404.0,False
store_023,P0007,346.0,False
store_024,P0007,362.0,False
store_025,P0007,337.0,False
store_026,P0007,382.0,False
store_027,P0007,393.0,False
store_028,P0007,265.0,True
store_029,P0007,385.0,False
store_030,P0007,392.0,False
store_031,P0007,383.0,False
store_032,P0007,385.0,False
store_033,P0007,339.0,False
store_034,P0007,248.0,True
store_035,P0007,332.0,False
store_036,P0007,400.0,False
store_037,P0007,387.0,False
store_038,P0007,362.0,False
store_039,P0007,395.0,False
store_040,P0007,337.0,False
store_041,P0007,395.0,False
store_042,P0007,392.0,False
store_043,P0007,380.0,False
store_044,P0007,347.0,False
store_045,P0007,393.0,False
store_046,P0007,289.0,True
store_047,P0007,358.0,False
store_048,P0007,404.0,False
store_049,P0007,377.0,False
store_050,P0007,427.0,False
store_001,P0008,1356.0,True
store_002,P0008,1563.0,False
store_003,P0008,1379.0,False
store_004,P0008,1237.0,True
store_005,P0008,1573.0,False
store_006,P0008,1601.0,False
store_007,P0008,1438.0,False
store_008,P0008,1684.0,False
store_009,P0008,1566.0,False
store_010,P0008,1647.0,False
store_011,P0008,1664.0,False
store_012,P0008,1495.0,False
store_013,P0008,1394.0,False
store_014,P0008,1678.0,False
store_015,P0008,1410.0,False
store_016,P0008,1675.0,False
store_017,P0008,1610.0,False
store_018,P0008,1489.0,False
store_019,P0008,1451.0,False
store_020,P0008,1541.0,False
store_021,P0008,1656.0,False
store_022,P0008,1558.0,False
store_023,P0008,1390.0,False
store_024,P0008,1444.0,False
store_025,P0008,1487.0,False
store_026,P0008,1667.0,False
store_027,P0008,1695.0,False
store_028,P0008,1436.0,False
store_029,P0008,1640.0,False
store_030,P0008,1665.0,False
store_031,P0008,1549.0,False
store_032,P0008,1590.0,False
store_033,P0008,1526.0,False
store_034,P0008,1466.0,False
store_035,P0008,1417.0,False
store_036,P0008,1619.0,False
store_037,P0008,1447.0,True
store_038,P0008,1410.0,False
store_039,P0008,1551.0,False
store_040,P0008,1513.0,False
store_041,P0008,1686.0,False
store_042,P0008,1593.0,False
store_043,P0008,1548.0,False
store_044,P0008,1430.0,False
store_045,P0008,1650.0,False
store_046,P0008,1524.0,False
store_047,P0008,1130.0,True
store_048,P0008,1673.0,False
store_049,P0008,1541.0,False
store_050,P0008,1687.0,False
store_001,P0009,2525.0,False
store_002,P0009,2479.0,False
store_003,P0009,2222.0,False
store_004,P0009,2231.0,False
store_005,P0009,2511.0,False
store_006,P0009,2424.0,False
store_007,P0009,2204.0,False
store_008,P0009,2371.0,False
store_009,P0009,2474.0,False
store_010,P0009,2401.0,False
store_011,P0009,2068.0,True
store_012,P0009,2224.0,False
store_013,P0009,2109.0,False
store_014,P0009,1943.0,True
store_015,P0009,2083.0,False
store_016,P0009,2428.0,False
store_017,P0009,2387.0,False
store_018,P0009,2291.0,False
store_019,P0009,2204.0,False
store_020,P0009,2398.0,False
store_021,P0009,2472.0,False
store_022,P0009,2368.0,False
store_023,P0009,2188.0,False
store_024,P0009,2164.0,False
store_025,P0009,2258.0,False
store_026,P0009,2387.0,False
store_027,P0009,2363.0,False
store_028,P0009,2078.0,False
store_029,P0009,2422.0,False
store_030,P0009,2420.0,False
store_031,P0009,2326.0,False
store_032,P0009,2472.0,False
store_033,P0009,2239.0,False
store_034,P0009,2084.0,False
store_035,P0009,1674.0,True
store_036,P0009,2374.0,False
store_037,P0009,2436.0,False
store_038,P0009,2067.0,False
store_039,P0009,2500.0,False
store_040,P0009,1726.0,True
store_041,P0009,2546.0,False
store_042,P0009,2338.0,False
store_043,P0009,2330.0,False
store_044,P0009,2235.0,False
store_045,P0009,2037.0,True
store_046,P0009,2292.0,False
store_047,P0009,2281.0,False
store_048,P0009,2480.0,False
store_049,P0009,2410.0,False
store_050,P0009,1854.0,True
store_001,P0010,1198.0,False
store_002,P0010,1158.0,False
store_003,P0010,1058.0,False
store_004,P0010,1062.0,False
store_005,P0010,1192.0,False
store_006,P0010,1137.0,False
store_007,P0010,1037.0,False
store_008,P0010,1231.0,False
store_009,P0010,1145.0,False
store_010,P0010,938.0,True
store_011,P0010,1187.0,False
store_012,P0010,1004.0,False
store_013,P0010,1070.0,False
store_014,P0010,1194.0,False
store_015,P0010,1036.0,False
store_016,P0010,1218.0,False
store_017,P0010,1201.0,False
store_018,P0010,820.0,True
store_019,P0010,1064.0,False
store_020,P0010,1201.0,False
store_021,P0010,1184.0,False
store_022,P0010,1203.0,False
store_023,P0010,873.0,True
store_024,P0010,1066.0,False
store_025,P0010,1044.0,False
store_026,P0010,1177.0,False
store_027,P0010,1193.0,False
store_028,P0010,1010.0,False
store_029,P0010,1214.0,False
store_030,P0010,1140.0,False
store_031,P0010,1159.0,False
store_032,P0010,879.0,True
store_033,P0010,1015.0,False
store_034,P0010,1029.0,False
store_035,P0010,1117.0,False
store_036,P0010,1158.0,False
store_037,P0010,1192.0,False
store_038,P0010,1076.0,False
store_039,P0010,995.0,True
store_040,P0010,1091.0,False
store_041,P0010,1289.0,False
store_042,P0010,1139.0,False
store_043,P0010,1123.0,False
store_044,P0010,1061.0,False
store_045,P0010,1137.0,False
store_046,P0010,1037.0,False
store_047,P0010,1067.0,False
store_048,P0010,1144.0,False
store_049,P0010,1188.0,False
store_050,P0010,1217.0,False
store_001,P0011,2176.0,False
store_002,P0011,2231.0,False
store_003,P0011,2003.0,False
store_004,P0011,1999.0,False
store_005,P0011,2128.0,False
store_006,P0011,1580.0,True
store_007,P0011,2032.0,False
store_008,P0011,2237.0,False
store_009,P0011,2153.0,False
store_010,P0011,2142.0,False
store_011,P0011,2219.0,False
store_012,P0011,2018.0,False
store_013,P0011,1966.0,False
store_014,P0011,2221.0,False
store_015,P0011,1656.0,True
store_016,P0011,2292.0,False
store_017,P0011,1829.0,True
store_018,P0011,2097.0,False
store_019,P0011,2011.0,False
store_020,P0011,2302.0,False
store_021,P0011,2319.0,False
store_022,P0011,2149.0,False
store_023,P0011,2072.0,False
store_024,P0011,1951.0,False
store_025,P0011,1916.0,False
store_026,P0011,2332.0,False
store_027,P0011,2219.0,False
store_028,P0011,2119.0,False
store_029,P0011,2217.0,False
store_030,P0011,2220.0,False
store_031,P0011,2320.0,False
store_032,P0011,2172.0,False
store_033,P0011,2009.0,False
store_034,P0011,1960.0,False
store_035,P0011,2065.0,False
store_036,P0011,2274.0,False
store_037,P0011,2123.0,False
store_038,P0011,2073.0,False
store_039,P0011,2287.0,False
store_040,P0011,2066.0,False
store_041,P0011,2445.0,False
store_042,P0011,2164.0,False
store_043,P0011,2215.0,False
store_044,P0011,2050.0,False
store_045,P0011,2310.0,False
store_046,P0011,1927.0,False
store_047,P0011,1522.0,True
store_048,P0011,1682.0,True
store_049,P0011,2128.0,False
store_050,P0011,2451.0,False
store_001,P0012,485.0,False
store_002,P0012,516.0,False
store_003,P0012,439.0,False
store_004,P0012,451.0,False
store_005,P0012,516.0,False
store_006,P0012,485.0,False
store_007,P0012,455.0,False
store_008,P0012,484.0,False
store_009,P0012,491.0,False
store_010,P0012,346.0,True
store_011,P0012,512.0,False
store_012,P0012,457.0,False
store_013,P0012,475.0,False
store_014,P0012,511.0,False
store_015,P0012,459.0,False
store_016,P0012,515.0,False
store_017,P0012,386.0,True
store_018,P0012,444.0,False
store_019,P0012,380.0,True
store_020,P0012,503.0,False
store_021,P0012,398.0,True
store_022,P0012,520.0,False
store_023,P0012,390.0,True
store_024,P0012,463.0,False
store_025,P0012,465.0,False
store_026,P0012,488.0,False
store_027,P0012,488.0,False
store_028,P0012,326.0,True
store_029,P0012,488.0,False
store_030,P0012,512.0,False
store_031,P0012,408.0,True
store_032,P0012,494.0,False
store_033,P0012,434.0,False
store_034,P0012,438.0,False
store_035,P0012,465.0,False
store_036,P0012,516.0,False
store_037,P0012,484.0,False
store_038,P0012,447.0,False
store_039,P0012,494.0,False
store_040,P0012,451.0,False
store_041,P0012,535.0,False
store_042,P0012,498.0,False
store_043,P0012,519.0,False
store_044,P0012,456.0,False
store_045,P0012,496.0,False
store_046,P0012,444.0,False
store_047,P0012,447.0,False
store_048,P0012,395.0,True
store_049,P0012,392.0,True
store_050,P0012,528.0,False
store_001,P0013,976.0,False
store_002,P0013,968.0,False
store_003,P0013,834.0,False
store_004,P0013,819.0,False
store_005,P0013,968.0,False
store_006,P0013,970.0,False
store_007,P0013,625.0,True
store_008,P0013,968.0,False
store_009,P0013,780.0,True
store_010,P0013,921.0,False
store_011,P0013,926.0,False
store_012,P0013,854.0,False
store_013,P0013,844.0,False
store_014,P0013,745.0,True
store_015,P0013,837.0,False
store_016,P0013,922.0,False
store_017,P0013,948.0,False
store_018,P0013,847.0,False
store_019,P0013,848.0,False
store_020,P0013,926.0,False
store_021,P0013,825.0,True
store_022,P0013,913.0,False
store_023,P0013,893.0,False
store_024,P0013,833.0,False
store_025,P0013,872.0,False
store_026,P0013,943.0,False
store_027,P0013,907.0,False
store_028,P0013,874.0,False
store_029,P0013,955.0,False
store_030,P0013,985.0,False
store_031,P0013,905.0,False
store_032,P0013,918.0,False
store_033,P0013,855.0,False
store_034,P0013,876.0,False
store_035,P0013,837.0,False
store_036,P0013,930.0,False
store_037,P0013,951.0,False
store_038,P0013,819.0,False
store_039,P0013,955.0,False
store_040,P0013,827.0,False
store_041,P0013,1024.0,False
store_042,P0013,911.0,False
store_043,P0013,969.0,False
store_044,P0013,835.0,False
store_045,P0013,955.0,False
store_046,P0013,828.0,False
store_047,P0013,807.0,False
store_048,P0013,720.0,True
store_049,P0013,921.0,False
store_050,P0013,946.0,False
store_001,P0014,1949.0,False
store_002,P0014,1990.0,False
store_003,P0014,1844.0,False
store_004,P0014,1803.0,False
store_005,P0014,1900.0,False
store_006,P0014,1901.0,False
store_007,P0014,1520.0,True
store_008,P0014,1888.0,False
store_009,P0014,1989.0,False
store_010,P0014,1913.0,False
store_011,P0014,1872.0,False
store_012,P0014,1730.0,False
store_013,P0014,1351.0,True
store_014,P0014,1871.0,False
store_015,P0014,1751.0,False
store_016,P0014,2021.0,False
store_017,P0014,1921.0,False
store_018,P0014,1556.0,True
store_019,P0014,1707.0,False
store_020,P0014,1912.0,False
store_021,P0014,2002.0,False
store_022,P0014,1904.0,False
store_023,P0014,1713.0,False
store_024,P0014,1843.0,False
store_025,P0014,1791.0,False
store_026,P0014,2008.0,False
store_027,P0014,1970.0,False
store_028,P0014,1678.0,False
store_029,P0014,1971.0,False
store_030,P0014,1866.0,False
store_031,P0014,2039.0,False
store_032,P0014,1988.0,False
store_033,P0014,1821.0,False
store_034,P0014,1773.0,False
store_035,P0014,1851.0,False
store_036,P0014,2046.0,False
store_037,P0014,1658.0,True
store_038,P0014,1799.0,False
store_039,P0014,1892.0,False
store_040,P0014,1706.0,False
store_041,P0014,1986.0,False
store_042,P0014,2003.0,False
store_043,P0014,1950.0,False
store_044,P0014,1685.0,False
store_045,P0014,1949.0,False
store_046,P0014,1359.0,True
store_047,P0014,1681.0,False
store_048,P0014,2009.0,False
store_049,P0014,1892.0,False
store_050,P0014,2017.0,False
store_001,P0015,674.0,False
store_002,P0015,691.0,False
store_003,P0015,584.0,False
store_004,P0015,571.0,False
store_005,P0015,643.0,False
store_006,P0015,639.0,False
store_007,P0015,592.0,False
store_008,P0015,653.0,False
store_009,P0015,688.0,False
store_010,P0015,670.0,False
store_011,P0015,678.0,False
store_012,P0015,629.0,False
store_013,P0015,572.0,False
store_014,P0015,639.0,False
store_015,P0015,620.0,False
store_016,P0015,691.0,False
store_017,P0015,664.0,False
store_018,P0015,580.0,False
store_019,P0015,497.0,True
store_020,P0015,678.0,False
store_021,P0015,696.0,False
store_022,P0015,658.0,False
store_023,P0015,503.0,True
store_024,P0015,619.0,False
store_025,P0015,626.0,False
store_026,P0015,565.0,True
store_027,P0015,653.0,False
store_028,P0015,610.0,False
store_029,P0015,668.0,False
store_030,P0015,647.0,False
store_031,P0015,644.0,False
store_032,P0015,695.0,False
store_033,P0015,601.0,False
store_034,P0015,569.0,False
store_035,P0015,607.0,False
store_036,P0015,685.0,False
store_037,P0015,491.0,True
store_038,P0015,597.0,False
store_039,P0015,664.0,False
store_040,P0015,606.0,False
store_041,P0015,689.0,False
store_042,P0015,649.0,False
store_043,P0015,657.0,False
store_044,P0015,578.0,False
store_045,P0015,691.0,False
store_046,P0015,608.0,False
store_047,P0015,580.0,False
store_048,P0015,659.0,False
store_049,P0015,683.0,False
store_050,P0015,720.0,False
store_001,P0016,614.0,False
store_002,P0016,609.0,False
store_003,P0016,555.0,False
store_004,P0016,570.0,False
store_005,P0016,651.0,False
store_006,P0016,633.0,False
store_007,P0016,514.0,True
store_008,P0016,620.0,False
store_009,P0016,608.0,False
store_010,P0016,640.0,False
store_011,P0016,473.0,True
store_012,P0016,402.0,True
store_013,P0016,594.0,False
store_014,P0016,629.0,False
store_015,P0016,573.0,False
store_016,P0016,609.0,False
store_017,P0016,654.0,False
store_018,P0016,602.0,False
store_019,P0016,589.0,False
store_020,P0016,622.0,False
store_021,P0016,624.0,False
store_022,P0016,610.0,False
store_023,P0016,543.0,False
store_024,P0016,584.0,False
store_025,P0016,460.0,True
store_026,P0016,661.0,False
store_027,P0016,634.0,False
store_028,P0016,596.0,False
store_029,P0016,658.0,False
store_030,P0016,651.0,False
store_031,P0016,661.0,False
store_032,P0016,534.0,True
store_033,P0016,574.0,False
store_034,P0016,551.0,False
store_035,P0016,593.0,False
store_036,P0016,606.0,False
store_037,P0016,508.0,True
store_038,P0016,542.0,False
store_039,P0016,664.0,False
store_040,P0016,586.0,False
store_041,P0016,656.0,False
store_042,P0016,471.0,True
store_043,P0016,514.0,True
store_044,P0016,603.0,False
store_045,P0016,636.0,False
store_046,P0016,592.0,False
store_047,P0016,549.0,False
store_048,P0016,634.0,False
store_049,P0016,635.0,False
store_050,P0016,677.0,False
store_001,P0017,1232.0,False
store_002,P0017,1049.0,True
store_003,P0017,918.0,True
store_004,P0017,1087.0,False
store_005,P0017,1148.0,False
store_006,P0017,1190.0,False
store_007,P0017,1127.0,False
store_008,P0017,1242.0,False
store_009,P0017,1173.0,False
store_010,P0017,1181.0,False
store_011,P0017,1245.0,False
store_012,P0017,1059.0,False
store_013,P0017,1089.0,False
store_014,P0017,1189.0,False
store_015,P0017,1107.0,False
store_016,P0017,1148.0,False
store_017,P0017,1255.0,False
store_018,P0017,1097.0,False
store_019,P0017,1090.0,False
store_020,P0017,1164.0,False
store_021,P0017,1153.0,False
store_022,P0017,1246.0,False
store_023,P0017,1057.0,False
store_024,P0017,861.0,True
store_025,P0017,1057.0,False
store_026,P0017,1193.0,False
store_027,P0017,1209.0,False
store_028,P0017,873.0,True
store_029,P0017,1234.0,False
store_030,P0017,1188.0,False
store_031,P0017,877.0,True
store_032,P0017,1256.0,False
store_033,P0017,1119.0,False
store_034,P0017,1083.0,False
store_035,P0017,1038.0,False
store_036,P0017,1163.0,False
store_037,P0017,1236.0,False
store_038,P0017,1063.0,False
store_039,P0017,1143.0,False
store_040,P0017,925.0,True
store_041,P0017,1287.0,False
store_042,P0017,1255.0,False
store_043,P0017,1141.0,False
store_044,P0017,819.0,True
store_045,P0017,844.0,True
store_046,P0017,1028.0,False
store_047,P0017,1071.0,False
store_048,P0017,1232.0,False
store_049,P0017,1145.0,False
store_050,P0017,1229.0,False
store_001,P0018,632.0,False
store_002,P0018,643.0,False
store_003,P0018,557.0,False
store_004,P0018,556.0,False
store_005,P0018,604.0,False
store_006,P0018,621.0,False
store_007,P0018,573.0,False
store_008,P0018,606.0,False
store_009,P0018,465.0,True
store_010,P0018,633.0,False
store_011,P0018,618.0,False
store_012,P0018,565.0,False
store_013,P0018,542.0,False
store_014,P0018,545.0,True
store_015,P0018,552.0,False
store_016,P0018,643.0,False
store_017,P0018,615.0,False
store_018,P0018,531.0,False
store_019,P0018,583.0,False
store_020,P0018,592.0,False
store_021,P0018,612.0,False
store_022,P0018,503.0,True
store_023,P0018,573.0,False
store_024,P0018,552.0,False
store_025,P0018,537.0,False
store_026,P0018,643.0,False
store_027,P0018,646.0,False
store_028,P0018,541.0,False
store_029,P0018,591.0,False
store_030,P0018,631.0,False
store_031,P0018,637.0,False
store_032,P0018,596.0,False
store_033,P0018,557.0,False
store_034,P0018,541.0,False
store_035,P0018,586.0,False
store_036,P0018,643.0,False
store_037,P0018,631.0,False
store_038,P0018,551.0,False
store_039,P0018,650.0,False
store_040,P0018,528.0,False
store_041,P0018,661.0,False
store_042,P0018,620.0,False
store_043,P0018,615.0,False
store_044,P0018,589.0,False
store_045,P0018,605.0,False
store_046,P0018,555.0,False
store_047,P0018,573.0,False
store_048,P0018,599.0,False
store_049,P0018,592.0,False
store_050,P0018,627.0,False
store_001,P0019,1642.0,False
store_002,P0019,1669.0,False
store_003,P0019,1385.0,False
store_004,P0019,1427.0,False
store_005,P0019,1640.0,False
store_006,P0019,1633.0,False
store_007,P0019,1374.0,False
store_008,P0019,1551.0,False
store_009,P0019,1574.0,False
store_010,P0019,1589.0,False
store_011,P0019,1693.0,False
store_012,P0019,1494.0,False
store_013,P0019,1433.0,False
store_014,P0019,1618.0,False
store_015,P0019,1174.0,True
store_016,P0019,1553.0,False
store_017,P0019,1687.0,False
store_018,P0019,1419.0,False
store_019,P0019,1445.0,False
store_020,P0019,1640.0,False
store_021,P0019,1680.0,False
store_022,P0019,1494.0,True
store_023,P0019,1454.0,False
store_024,P0019,1444.0,False
store_025,P0019,1380.0,False
store_026,P0019,1280.0,True
store_027,P0019,1602.0,False
store_028,P0019,1512.0,False
store_029,P0019,1614.0,False
store_030,P0019,1312.0,True
store_031,P0019,1660.0,False
store_032,P0019,1610.0,False
store_033,P0019,1421.0,False
store_034,P0019,1495.0,False
store_035,P0019,1499.0,False
store_036,P0019,1677.0,False
store_037,P0019,1566.0,False
store_038,P0019,1403.0,False
store_039,P0019,1627.0,False
store_040,P0019,1428.0,False
store_041,P0019,1666.0,False
store_042,P0019,1391.0,True
store_043,P0019,1685.0,False
store_044,P0019,1479.0,False
store_045,P0019,1540.0,False
store_046,P0019,1427.0,False
store_047,P0019,1424.0,False
store_048,P0019,1577.0,False
store_049,P0019,1590.0,False
store_050,P0019,1689.0,False
store_001,P0020,1202.0,False
store_002,P0020,1261.0,False
store_003,P0020,1151.0,False
store_004,P0020,1069.0,False
store_005,P0020,1171.0,False
store_006,P0020,1268.0,False
store_007,P0020,1139.0,False
store_008,P0020,1203.0,False
store_009,P0020,1205.0,False
store_010,P0020,1196.0,False
store_011,P0020,1043.0,True
store_012,P0020,1161.0,False
